Score,Url,Channel
1.6025,https://www.youtube.com/watch?v=pM2Kg7lCHc4,CuriosaMente
1.6026,https://www.youtube.com/watch?v=DWHcRQPLmiw,CuriosaMente
1.6028,https://www.youtube.com/watch?v=ncikNwYIGek,CuriosaMente
1.6030,https://www.youtube.com/watch?v=mYgaF5_fyhU,CuriosaMente
1.6031,https://www.youtube.com/watch?v=L9BDFFi36J4,CuriosaMente
1.6032,https://www.youtube.com/watch?v=4Tu7zM7sUpA,CuriosaMente
1.6033,https://www.youtube.com/watch?v=rBa_YCykOQg,CuriosaMente
1.6040,https://www.youtube.com/watch?v=ZyEP5iJ7VLA,CuriosaMente
1.6041,https://www.youtube.com/watch?v=XaMjFlw-0qY,CuriosaMente
1.6045,https://www.youtube.com/watch?v=DqtlGz2B4sg,CuriosaMente
1.6045,https://www.youtube.com/watch?v=4UVxDe7KPI8,CuriosaMente
1.6050,https://www.youtube.com/watch?v=9e4rPyUF9uA,CuriosaMente
1.6055,https://www.youtube.com/watch?v=b7hvixAPVKs,CuriosaMente
1.6060,https://www.youtube.com/watch?v=2U-YeurgsNY,CuriosaMente
1.6061,https://www.youtube.com/watch?v=4XogaxzHEEA,CuriosaMente
1.6062,https://www.youtube.com/watch?v=wozdcts7B1g,CuriosaMente
1.6063,https://www.youtube.com/watch?v=aT0R5p8uRRk,CuriosaMente
1.6069,https://www.youtube.com/watch?v=clqzXRiZnE0,CuriosaMente
1.6073,https://www.youtube.com/watch?v=98Y1tVb5Jso,CuriosaMente
1.6077,https://www.youtube.com/watch?v=-yyEhZThVPY,CuriosaMente
1.6078,https://www.youtube.com/watch?v=6kvozwOVSfM,CuriosaMente
1.6080,https://www.youtube.com/watch?v=-YyGsnDkTP0,CuriosaMente
1.6080,https://www.youtube.com/watch?v=E8dvd9fwetM,CuriosaMente
1.6094,https://www.youtube.com/watch?v=UJj54CbUY8g,CuriosaMente
1.6116,https://www.youtube.com/watch?v=h7fyo6vH6Bs,CuriosaMente
1.6121,https://www.youtube.com/watch?v=fS6IA-7EhXQ,CuriosaMente
1.6132,https://www.youtube.com/watch?v=b3k3WEFDbgk,CuriosaMente
1.6132,https://www.youtube.com/watch?v=zoICyIF3tCw,CuriosaMente
1.6137,https://www.youtube.com/watch?v=qwS8R42zFjE,CuriosaMente
1.6138,https://www.youtube.com/watch?v=LO4LNRY7HtQ,CuriosaMente
1.6139,https://www.youtube.com/watch?v=QdNEdb3a5_w,CuriosaMente
1.6145,https://www.youtube.com/watch?v=LbUMnfyQoVg,CuriosaMente
1.6146,https://www.youtube.com/watch?v=oL_mHK5v2OU,CuriosaMente
1.6174,https://www.youtube.com/watch?v=p3-HyM7n1g4,CuriosaMente
1.6179,https://www.youtube.com/watch?v=FGQ_Gt7UHp8,CuriosaMente
1.6180,https://www.youtube.com/watch?v=x6SV5GkmKVU,CuriosaMente
1.6185,https://www.youtube.com/watch?v=7CM-IGYeqqg,CuriosaMente
1.6189,https://www.youtube.com/watch?v=tHh709jmTfc,CuriosaMente
1.6190,https://www.youtube.com/watch?v=NpUkcCZCxQ0,CuriosaMente
1.6205,https://www.youtube.com/watch?v=7oE0zyDM-Qg,CuriosaMente
1.6211,https://www.youtube.com/watch?v=rid0-Xxecys,CuriosaMente
1.6216,https://www.youtube.com/watch?v=3vuP9mHFbMg,CuriosaMente
1.6221,https://www.youtube.com/watch?v=QHZWFKnlOQw,CuriosaMente
1.6226,https://www.youtube.com/watch?v=Z9oEr77t8x4,CuriosaMente
1.6226,https://www.youtube.com/watch?v=7M-hixaUt5A,CuriosaMente
1.6228,https://www.youtube.com/watch?v=N1a0RhutJtg,CuriosaMente
1.6230,https://www.youtube.com/watch?v=6X6eFOIqufQ,CuriosaMente
1.6239,https://www.youtube.com/watch?v=BVI5TJz2bRo,CuriosaMente
1.6239,https://www.youtube.com/watch?v=g7oHdL_7kmk,CuriosaMente
1.6248,https://www.youtube.com/watch?v=l_igSUEsUbg,CuriosaMente
1.6254,https://www.youtube.com/watch?v=D4kTt1Dw_BY,CuriosaMente
1.6259,https://www.youtube.com/watch?v=xoOGpQUs5Yc,CuriosaMente
1.6260,https://www.youtube.com/watch?v=FRw-UXkqL4Q,CuriosaMente
1.6262,https://www.youtube.com/watch?v=zqV--2IN4Dw,CuriosaMente
1.6268,https://www.youtube.com/watch?v=n2bwyGSE_Tc,CuriosaMente
1.6272,https://www.youtube.com/watch?v=mu7whKOYFbk,CuriosaMente
1.6279,https://www.youtube.com/watch?v=Jq7p8E4fi5I,CuriosaMente
1.6289,https://www.youtube.com/watch?v=l-zFtlzanvQ,CuriosaMente
1.6292,https://www.youtube.com/watch?v=2GzNRY2iYNg,CuriosaMente
1.6295,https://www.youtube.com/watch?v=IOyGoIovLNg,CuriosaMente
1.6296,https://www.youtube.com/watch?v=JzVGxLji8oE,CuriosaMente
1.6302,https://www.youtube.com/watch?v=Wka0KQmCL3w,CuriosaMente
1.6307,https://www.youtube.com/watch?v=WWNkMW9Pfl4,CuriosaMente
1.6311,https://www.youtube.com/watch?v=DzWgqxUNIXM,CuriosaMente
1.6321,https://www.youtube.com/watch?v=LMQoYS_l9rE,CuriosaMente
1.6324,https://www.youtube.com/watch?v=WDXwKm8QQqc,CuriosaMente
1.6329,https://www.youtube.com/watch?v=gFUVVTvdurc,CuriosaMente
1.6351,https://www.youtube.com/watch?v=MsnOdHmVC5Q,CuriosaMente
1.6356,https://www.youtube.com/watch?v=KJ8ShemiIUg,CuriosaMente
1.6370,https://www.youtube.com/watch?v=cZJE5F6BCNo,CuriosaMente
1.6371,https://www.youtube.com/watch?v=FmtyY2hmg04,CuriosaMente
1.6372,https://www.youtube.com/watch?v=lDMQLArCOe0,CuriosaMente
1.6377,https://www.youtube.com/watch?v=5eT8IAKRc70,CuriosaMente
1.6384,https://www.youtube.com/watch?v=1_Oljb4cEGA,CuriosaMente
1.6386,https://www.youtube.com/watch?v=uMWNenJ-T3Q,CuriosaMente
1.6399,https://www.youtube.com/watch?v=5g9N8y298L8,CuriosaMente
1.6419,https://www.youtube.com/watch?v=VoVmkyUvJaE,CuriosaMente
1.6427,https://www.youtube.com/watch?v=VC2piUqHV_4,CuriosaMente
1.6429,https://www.youtube.com/watch?v=V_p8XtoovPM,CuriosaMente
1.6437,https://www.youtube.com/watch?v=LlGOPufl0As,CuriosaMente
1.6437,https://www.youtube.com/watch?v=vSsJQ1UsIpE,CuriosaMente
1.6438,https://www.youtube.com/watch?v=Es10qVXnusc,CuriosaMente
1.6438,https://www.youtube.com/watch?v=T55OzE-X6u0,CuriosaMente
1.6451,https://www.youtube.com/watch?v=BG1r3p3BGzI,CuriosaMente
1.6456,https://www.youtube.com/watch?v=muSYu_HOCiQ,CuriosaMente
1.6459,https://www.youtube.com/watch?v=4YTym3zcptg,CuriosaMente
1.6462,https://www.youtube.com/watch?v=x5ugriq8Bsg,CuriosaMente
1.6463,https://www.youtube.com/watch?v=8M9RccItmeE,CuriosaMente
1.6467,https://www.youtube.com/watch?v=nQcXm9rmdZM,CuriosaMente
1.6477,https://www.youtube.com/watch?v=RRMImbdlrxY,CuriosaMente
1.6477,https://www.youtube.com/watch?v=qMQPBXiAmzI,CuriosaMente
1.6482,https://www.youtube.com/watch?v=uW6b7KAE3lE,CuriosaMente
1.6485,https://www.youtube.com/watch?v=bICbwSNRrZE,CuriosaMente
1.6487,https://www.youtube.com/watch?v=lxJ2XJ2WMss,CuriosaMente
1.6497,https://www.youtube.com/watch?v=BcoyoQaIqlg,CuriosaMente
1.6502,https://www.youtube.com/watch?v=BEakX-a09tg,CuriosaMente
1.6503,https://www.youtube.com/watch?v=SNfABlnb4x0,CuriosaMente
1.6509,https://www.youtube.com/watch?v=cdaj5jAsAUs,CuriosaMente
1.6516,https://www.youtube.com/watch?v=yKaJh6HgA6I,CuriosaMente
1.6526,https://www.youtube.com/watch?v=j_b3lzShjL8,CuriosaMente
1.6527,https://www.youtube.com/watch?v=759mpkJcckE,CuriosaMente
1.6529,https://www.youtube.com/watch?v=ouAOnbrvUig,CuriosaMente
1.6534,https://www.youtube.com/watch?v=93-ta1FZyoM,CuriosaMente
1.6534,https://www.youtube.com/watch?v=UHsG0_54b9A,CuriosaMente
1.6537,https://www.youtube.com/watch?v=3hG4gwIPwDs,CuriosaMente
1.6537,https://www.youtube.com/watch?v=cD-fxn_DMgw,CuriosaMente
1.6550,https://www.youtube.com/watch?v=ss1gHMqp8GU,CuriosaMente
1.6555,https://www.youtube.com/watch?v=YhV7-ObyQtM,CuriosaMente
1.6560,https://www.youtube.com/watch?v=By8Vv1gd6X8,CuriosaMente
1.6563,https://www.youtube.com/watch?v=vHd8GJopQxY,CuriosaMente
1.6567,https://www.youtube.com/watch?v=mhGY6OXcCbs,CuriosaMente
1.6576,https://www.youtube.com/watch?v=mpva1VZFMEw,CuriosaMente
1.6577,https://www.youtube.com/watch?v=kb_7DkfaRvA,CuriosaMente
1.6578,https://www.youtube.com/watch?v=j6CPWzDcGAQ,CuriosaMente
1.6578,https://www.youtube.com/watch?v=qmO41t84REc,CuriosaMente
1.6588,https://www.youtube.com/watch?v=kILLdf2IPJ4,CuriosaMente
